countyfp,key,value,quarter,year.quarter,Name,Dem_Desc,edr,planning.region,mif
111,avg_estab,1804,1,2013.1,Otter Tail,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,avg_estab,1836,1,2012.1,Otter Tail,Town/rural mix,EDR 4 - West Central,Northwest,WC
113,avg_estab,403,1,2021.1,Pennington,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,avg_estab,407,1,2020.1,Pennington,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,avg_estab,406,1,2019.1,Pennington,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,avg_estab,415,1,2018.1,Pennington,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,avg_estab,411,1,2017.1,Pennington,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,avg_estab,406,1,2016.1,Pennington,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,avg_estab,427,1,2015.1,Pennington,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,avg_estab,422,1,2014.1,Pennington,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,avg_estab,435,1,2013.1,Pennington,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,avg_estab,449,1,2012.1,Pennington,Town/rural mix,EDR 1 - Northwest,Northwest,NW
115,avg_estab,663,1,2021.1,Pine,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,avg_estab,669,1,2020.1,Pine,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,avg_estab,653,1,2019.1,Pine,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,avg_estab,629,1,2018.1,Pine,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,avg_estab,615,1,2017.1,Pine,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,avg_estab,588,1,2016.1,Pine,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,avg_estab,595,1,2015.1,Pine,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,avg_estab,612,1,2014.1,Pine,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,avg_estab,627,1,2013.1,Pine,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,avg_estab,629,1,2012.1,Pine,Urban/town/rural mix,EDR 7E- East Central,Central,EC
117,avg_estab,364,1,2021.1,Pipestone,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,avg_estab,368,1,2020.1,Pipestone,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,avg_estab,367,1,2019.1,Pipestone,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,avg_estab,358,1,2018.1,Pipestone,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,avg_estab,351,1,2017.1,Pipestone,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,avg_estab,340,1,2016.1,Pipestone,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,avg_estab,342,1,2015.1,Pipestone,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,avg_estab,343,1,2014.1,Pipestone,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,avg_estab,348,1,2013.1,Pipestone,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,avg_estab,368,1,2012.1,Pipestone,Town/rural mix,EDR 8 - Southwest,Southwest,SW
119,avg_estab,984,1,2021.1,Polk,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,avg_estab,1004,1,2020.1,Polk,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,avg_estab,981,1,2019.1,Polk,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,avg_estab,982,1,2018.1,Polk,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,avg_estab,951,1,2017.1,Polk,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,avg_estab,933,1,2016.1,Polk,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,avg_estab,964,1,2015.1,Polk,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,avg_estab,960,1,2014.1,Polk,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,avg_estab,973,1,2013.1,Polk,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,avg_estab,985,1,2012.1,Polk,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
121,avg_estab,357,1,2021.1,Pope,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,avg_estab,363,1,2020.1,Pope,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,avg_estab,347,1,2019.1,Pope,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,avg_estab,345,1,2018.1,Pope,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,avg_estab,334,1,2017.1,Pope,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,avg_estab,331,1,2016.1,Pope,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,avg_estab,338,1,2015.1,Pope,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,avg_estab,341,1,2014.1,Pope,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,avg_estab,344,1,2013.1,Pope,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,avg_estab,350,1,2012.1,Pope,Town/rural mix,EDR 4 - West Central,Northwest,WC
123,avg_estab,14041,1,2021.1,Ramsey,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,avg_estab,13997,1,2020.1,Ramsey,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,avg_estab,13725,1,2019.1,Ramsey,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,avg_estab,13550,1,2018.1,Ramsey,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,avg_estab,12963,1,2017.1,Ramsey,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,avg_estab,12560,1,2016.1,Ramsey,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,avg_estab,13026,1,2015.1,Ramsey,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,avg_estab,13250,1,2014.1,Ramsey,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,avg_estab,13424,1,2013.1,Ramsey,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,avg_estab,13930,1,2012.1,Ramsey,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
125,avg_estab,124,1,2021.1,Red Lake,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,avg_estab,126,1,2020.1,Red Lake,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,avg_estab,126,1,2019.1,Red Lake,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,avg_estab,122,1,2018.1,Red Lake,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,avg_estab,122,1,2017.1,Red Lake,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,avg_estab,121,1,2016.1,Red Lake,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,avg_estab,125,1,2015.1,Red Lake,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,avg_estab,130,1,2014.1,Red Lake,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,avg_estab,132,1,2013.1,Red Lake,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,avg_estab,135,1,2012.1,Red Lake,Entirely rural,EDR 1 - Northwest,Northwest,NW
127,avg_estab,561,1,2021.1,Redwood,Town/rural mix,EDR 8 - Southwest,Southwest,SW
127,avg_estab,567,1,2020.1,Redwood,Town/rural mix,EDR 8 - Southwest,Southwest,SW
127,avg_estab,566,1,2019.1,Redwood,Town/rural mix,EDR 8 - Southwest,Southwest,SW
127,avg_estab,564,1,2018.1,Redwood,Town/rural mix,EDR 8 - Southwest,Southwest,SW
127,avg_estab,538,1,2017.1,Redwood,Town/rural mix,EDR 8 - Southwest,Southwest,SW
127,avg_estab,527,1,2016.1,Redwood,Town/rural mix,EDR 8 - Southwest,Southwest,SW
127,avg_estab,530,1,2015.1,Redwood,Town/rural mix,EDR 8 - Southwest,Southwest,SW
127,avg_estab,545,1,2014.1,Redwood,Town/rural mix,EDR 8 - Southwest,Southwest,SW
127,avg_estab,553,1,2013.1,Redwood,Town/rural mix,EDR 8 - Southwest,Southwest,SW
127,avg_estab,557,1,2012.1,Redwood,Town/rural mix,EDR 8 - Southwest,Southwest,SW
129,avg_estab,569,1,2021.1,Renville,Entirely rural,EDR 6E- Southwest Central,Central,SW
129,avg_estab,574,1,2020.1,Renville,Entirely rural,EDR 6E- Southwest Central,Central,SW
129,avg_estab,577,1,2019.1,Renville,Entirely rural,EDR 6E- Southwest Central,Central,SW
129,avg_estab,584,1,2018.1,Renville,Entirely rural,EDR 6E- Southwest Central,Central,SW
129,avg_estab,570,1,2017.1,Renville,Entirely rural,EDR 6E- Southwest Central,Central,SW
129,avg_estab,562,1,2016.1,Renville,Entirely rural,EDR 6E- Southwest Central,Central,SW
129,avg_estab,575,1,2015.1,Renville,Entirely rural,EDR 6E- Southwest Central,Central,SW
129,avg_estab,575,1,2014.1,Renville,Entirely rural,EDR 6E- Southwest Central,Central,SW
129,avg_estab,593,1,2013.1,Renville,Entirely rural,EDR 6E- Southwest Central,Central,SW
129,avg_estab,606,1,2012.1,Renville,Entirely rural,EDR 6E- Southwest Central,Central,SW
131,avg_estab,1639,1,2021.1,Rice,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
131,avg_estab,1610,1,2020.1,Rice,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
131,avg_estab,1572,1,2019.1,Rice,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
131,avg_estab,1562,1,2018.1,Rice,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
131,avg_estab,1512,1,2017.1,Rice,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
131,avg_estab,1457,1,2016.1,Rice,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
131,avg_estab,1469,1,2015.1,Rice,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
131,avg_estab,1478,1,2014.1,Rice,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
131,avg_estab,1482,1,2013.1,Rice,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
131,avg_estab,1511,1,2012.1,Rice,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
133,avg_estab,307,1,2021.1,Rock,Urban/town/rural mix,EDR 8 - Southwest,Southwest,SW
133,avg_estab,306,1,2020.1,Rock,Urban/town/rural mix,EDR 8 - Southwest,Southwest,SW
133,avg_estab,297,1,2019.1,Rock,Urban/town/rural mix,EDR 8 - Southwest,Southwest,SW
133,avg_estab,301,1,2018.1,Rock,Urban/town/rural mix,EDR 8 - Southwest,Southwest,SW
133,avg_estab,293,1,2017.1,Rock,Urban/town/rural mix,EDR 8 - Southwest,Southwest,SW
133,avg_estab,289,1,2016.1,Rock,Urban/town/rural mix,EDR 8 - Southwest,Southwest,SW
133,avg_estab,299,1,2015.1,Rock,Urban/town/rural mix,EDR 8 - Southwest,Southwest,SW
133,avg_estab,302,1,2014.1,Rock,Urban/town/rural mix,EDR 8 - Southwest,Southwest,SW
133,avg_estab,305,1,2013.1,Rock,Urban/town/rural mix,EDR 8 - Southwest,Southwest,SW
133,avg_estab,297,1,2012.1,Rock,Urban/town/rural mix,EDR 8 - Southwest,Southwest,SW
135,avg_estab,444,1,2021.1,Roseau,Town/rural mix,EDR 1 - Northwest,Northwest,NW
135,avg_estab,445,1,2020.1,Roseau,Town/rural mix,EDR 1 - Northwest,Northwest,NW
135,avg_estab,453,1,2019.1,Roseau,Town/rural mix,EDR 1 - Northwest,Northwest,NW
135,avg_estab,456,1,2018.1,Roseau,Town/rural mix,EDR 1 - Northwest,Northwest,NW
135,avg_estab,448,1,2017.1,Roseau,Town/rural mix,EDR 1 - Northwest,Northwest,NW
135,avg_estab,441,1,2016.1,Roseau,Town/rural mix,EDR 1 - Northwest,Northwest,NW
135,avg_estab,435,1,2015.1,Roseau,Town/rural mix,EDR 1 - Northwest,Northwest,NW
135,avg_estab,439,1,2014.1,Roseau,Town/rural mix,EDR 1 - Northwest,Northwest,NW
135,avg_estab,437,1,2013.1,Roseau,Town/rural mix,EDR 1 - Northwest,Northwest,NW
135,avg_estab,454,1,2012.1,Roseau,Town/rural mix,EDR 1 - Northwest,Northwest,NW
137,avg_estab,5283,1,2021.1,St. Louis,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
137,avg_estab,5329,1,2020.1,St. Louis,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
137,avg_estab,5284,1,2019.1,St. Louis,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
137,avg_estab,5296,1,2018.1,St. Louis,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
137,avg_estab,5191,1,2017.1,St. Louis,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
137,avg_estab,5104,1,2016.1,St. Louis,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
137,avg_estab,5205,1,2015.1,St. Louis,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
137,avg_estab,5243,1,2014.1,St. Louis,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
137,avg_estab,5344,1,2013.1,St. Louis,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
137,avg_estab,5510,1,2012.1,St. Louis,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
139,avg_estab,3539,1,2021.1,Scott,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
139,avg_estab,3442,1,2020.1,Scott,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
139,avg_estab,3322,1,2019.1,Scott,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
139,avg_estab,3196,1,2018.1,Scott,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
139,avg_estab,3019,1,2017.1,Scott,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
139,avg_estab,2862,1,2016.1,Scott,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
139,avg_estab,2926,1,2015.1,Scott,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
139,avg_estab,2990,1,2014.1,Scott,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
139,avg_estab,2963,1,2013.1,Scott,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
139,avg_estab,3037,1,2012.1,Scott,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
141,avg_estab,2207,1,2021.1,Sherburne,Entirely urban,EDR 7W- Central,Central,EC
141,avg_estab,2157,1,2020.1,Sherburne,Entirely urban,EDR 7W- Central,Central,EC
141,avg_estab,2075,1,2019.1,Sherburne,Entirely urban,EDR 7W- Central,Central,EC
141,avg_estab,2001,1,2018.1,Sherburne,Entirely urban,EDR 7W- Central,Central,EC
141,avg_estab,1874,1,2017.1,Sherburne,Entirely urban,EDR 7W- Central,Central,EC
141,avg_estab,1803,1,2016.1,Sherburne,Entirely urban,EDR 7W- Central,Central,EC
141,avg_estab,1843,1,2015.1,Sherburne,Entirely urban,EDR 7W- Central,Central,EC
141,avg_estab,1858,1,2014.1,Sherburne,Entirely urban,EDR 7W- Central,Central,EC
141,avg_estab,1838,1,2013.1,Sherburne,Entirely urban,EDR 7W- Central,Central,EC
141,avg_estab,1870,1,2012.1,Sherburne,Entirely urban,EDR 7W- Central,Central,EC
143,avg_estab,400,1,2021.1,Sibley,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
143,avg_estab,402,1,2020.1,Sibley,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
143,avg_estab,399,1,2019.1,Sibley,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
143,avg_estab,397,1,2018.1,Sibley,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
143,avg_estab,387,1,2017.1,Sibley,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
143,avg_estab,376,1,2016.1,Sibley,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
143,avg_estab,375,1,2015.1,Sibley,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
143,avg_estab,385,1,2014.1,Sibley,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
143,avg_estab,388,1,2013.1,Sibley,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
143,avg_estab,392,1,2012.1,Sibley,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
145,avg_estab,4333,1,2021.1,Stearns,Urban/town/rural mix,EDR 7W- Central,Central,EC
145,avg_estab,4345,1,2020.1,Stearns,Urban/town/rural mix,EDR 7W- Central,Central,EC
145,avg_estab,4289,1,2019.1,Stearns,Urban/town/rural mix,EDR 7W- Central,Central,EC
145,avg_estab,4310,1,2018.1,Stearns,Urban/town/rural mix,EDR 7W- Central,Central,EC
145,avg_estab,4226,1,2017.1,Stearns,Urban/town/rural mix,EDR 7W- Central,Central,EC
145,avg_estab,4116,1,2016.1,Stearns,Urban/town/rural mix,EDR 7W- Central,Central,EC
145,avg_estab,4181,1,2015.1,Stearns,Urban/town/rural mix,EDR 7W- Central,Central,EC
145,avg_estab,4253,1,2014.1,Stearns,Urban/town/rural mix,EDR 7W- Central,Central,EC
145,avg_estab,4280,1,2013.1,Stearns,Urban/town/rural mix,EDR 7W- Central,Central,EC
145,avg_estab,4317,1,2012.1,Stearns,Urban/town/rural mix,EDR 7W- Central,Central,EC
147,avg_estab,1044,1,2021.1,Steele,Town/rural mix,EDR 10 - Southeast,Southeast,SE
147,avg_estab,1041,1,2020.1,Steele,Town/rural mix,EDR 10 - Southeast,Southeast,SE
147,avg_estab,986,1,2019.1,Steele,Town/rural mix,EDR 10 - Southeast,Southeast,SE
147,avg_estab,971,1,2018.1,Steele,Town/rural mix,EDR 10 - Southeast,Southeast,SE
147,avg_estab,950,1,2017.1,Steele,Town/rural mix,EDR 10 - Southeast,Southeast,SE
147,avg_estab,934,1,2016.1,Steele,Town/rural mix,EDR 10 - Southeast,Southeast,SE
147,avg_estab,913,1,2015.1,Steele,Town/rural mix,EDR 10 - Southeast,Southeast,SE
147,avg_estab,928,1,2014.1,Steele,Town/rural mix,EDR 10 - Southeast,Southeast,SE
147,avg_estab,944,1,2013.1,Steele,Town/rural mix,EDR 10 - Southeast,Southeast,SE
147,avg_estab,977,1,2012.1,Steele,Town/rural mix,EDR 10 - Southeast,Southeast,SE
149,avg_estab,346,1,2021.1,Stevens,Town/rural mix,EDR 4 - West Central,Northwest,WC
149,avg_estab,353,1,2020.1,Stevens,Town/rural mix,EDR 4 - West Central,Northwest,WC
149,avg_estab,337,1,2019.1,Stevens,Town/rural mix,EDR 4 - West Central,Northwest,WC
149,avg_estab,349,1,2018.1,Stevens,Town/rural mix,EDR 4 - West Central,Northwest,WC
149,avg_estab,333,1,2017.1,Stevens,Town/rural mix,EDR 4 - West Central,Northwest,WC
149,avg_estab,334,1,2016.1,Stevens,Town/rural mix,EDR 4 - West Central,Northwest,WC
149,avg_estab,349,1,2015.1,Stevens,Town/rural mix,EDR 4 - West Central,Northwest,WC
149,avg_estab,356,1,2014.1,Stevens,Town/rural mix,EDR 4 - West Central,Northwest,WC
149,avg_estab,374,1,2013.1,Stevens,Town/rural mix,EDR 4 - West Central,Northwest,WC
149,avg_estab,381,1,2012.1,Stevens,Town/rural mix,EDR 4 - West Central,Northwest,WC
151,avg_estab,334,1,2021.1,Swift,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW
151,avg_estab,333,1,2020.1,Swift,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW
151,avg_estab,328,1,2019.1,Swift,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW
151,avg_estab,333,1,2018.1,Swift,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW
151,avg_estab,330,1,2017.1,Swift,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW
151,avg_estab,324,1,2016.1,Swift,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW
151,avg_estab,331,1,2015.1,Swift,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW
151,avg_estab,329,1,2014.1,Swift,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW
151,avg_estab,337,1,2013.1,Swift,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW
151,avg_estab,338,1,2012.1,Swift,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW
153,avg_estab,590,1,2021.1,Todd,Town/rural mix,EDR 5 - North Central,Northwest,EC
153,avg_estab,599,1,2020.1,Todd,Town/rural mix,EDR 5 - North Central,Northwest,EC
153,avg_estab,580,1,2019.1,Todd,Town/rural mix,EDR 5 - North Central,Northwest,EC
153,avg_estab,566,1,2018.1,Todd,Town/rural mix,EDR 5 - North Central,Northwest,EC
153,avg_estab,543,1,2017.1,Todd,Town/rural mix,EDR 5 - North Central,Northwest,EC
153,avg_estab,535,1,2016.1,Todd,Town/rural mix,EDR 5 - North Central,Northwest,EC
153,avg_estab,550,1,2015.1,Todd,Town/rural mix,EDR 5 - North Central,Northwest,EC
153,avg_estab,552,1,2014.1,Todd,Town/rural mix,EDR 5 - North Central,Northwest,EC
153,avg_estab,570,1,2013.1,Todd,Town/rural mix,EDR 5 - North Central,Northwest,EC
153,avg_estab,583,1,2012.1,Todd,Town/rural mix,EDR 5 - North Central,Northwest,EC
155,avg_estab,147,1,2021.1,Traverse,Entirely rural,EDR 4 - West Central,Northwest,WC
155,avg_estab,151,1,2020.1,Traverse,Entirely rural,EDR 4 - West Central,Northwest,WC
155,avg_estab,150,1,2019.1,Traverse,Entirely rural,EDR 4 - West Central,Northwest,WC
155,avg_estab,145,1,2018.1,Traverse,Entirely rural,EDR 4 - West Central,Northwest,WC
155,avg_estab,144,1,2017.1,Traverse,Entirely rural,EDR 4 - West Central,Northwest,WC
155,avg_estab,142,1,2016.1,Traverse,Entirely rural,EDR 4 - West Central,Northwest,WC
155,avg_estab,143,1,2015.1,Traverse,Entirely rural,EDR 4 - West Central,Northwest,WC
155,avg_estab,142,1,2014.1,Traverse,Entirely rural,EDR 4 - West Central,Northwest,WC
155,avg_estab,140,1,2013.1,Traverse,Entirely rural,EDR 4 - West Central,Northwest,WC
155,avg_estab,147,1,2012.1,Traverse,Entirely rural,EDR 4 - West Central,Northwest,WC
157,avg_estab,561,1,2021.1,Wabasha,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
157,avg_estab,564,1,2020.1,Wabasha,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
157,avg_estab,558,1,2019.1,Wabasha,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
157,avg_estab,566,1,2018.1,Wabasha,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
157,avg_estab,556,1,2017.1,Wabasha,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
157,avg_estab,548,1,2016.1,Wabasha,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
157,avg_estab,588,1,2015.1,Wabasha,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
157,avg_estab,600,1,2014.1,Wabasha,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
157,avg_estab,609,1,2013.1,Wabasha,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
157,avg_estab,635,1,2012.1,Wabasha,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
159,avg_estab,429,1,2021.1,Wadena,Town/rural mix,EDR 5 - North Central,Northwest,EC
159,avg_estab,426,1,2020.1,Wadena,Town/rural mix,EDR 5 - North Central,Northwest,EC
159,avg_estab,420,1,2019.1,Wadena,Town/rural mix,EDR 5 - North Central,Northwest,EC
159,avg_estab,407,1,2018.1,Wadena,Town/rural mix,EDR 5 - North Central,Northwest,EC
159,avg_estab,399,1,2017.1,Wadena,Town/rural mix,EDR 5 - North Central,Northwest,EC
159,avg_estab,400,1,2016.1,Wadena,Town/rural mix,EDR 5 - North Central,Northwest,EC
159,avg_estab,426,1,2015.1,Wadena,Town/rural mix,EDR 5 - North Central,Northwest,EC
159,avg_estab,418,1,2014.1,Wadena,Town/rural mix,EDR 5 - North Central,Northwest,EC
159,avg_estab,424,1,2013.1,Wadena,Town/rural mix,EDR 5 - North Central,Northwest,EC
159,avg_estab,431,1,2012.1,Wadena,Town/rural mix,EDR 5 - North Central,Northwest,EC
161,avg_estab,531,1,2021.1,Waseca,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
161,avg_estab,533,1,2020.1,Waseca,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
161,avg_estab,512,1,2019.1,Waseca,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
161,avg_estab,505,1,2018.1,Waseca,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
161,avg_estab,493,1,2017.1,Waseca,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
161,avg_estab,470,1,2016.1,Waseca,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
161,avg_estab,490,1,2015.1,Waseca,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
161,avg_estab,497,1,2014.1,Waseca,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
161,avg_estab,511,1,2013.1,Waseca,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
161,avg_estab,516,1,2012.1,Waseca,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
163,avg_estab,6147,1,2021.1,Washington,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
163,avg_estab,6060,1,2020.1,Washington,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
163,avg_estab,5803,1,2019.1,Washington,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
163,avg_estab,5620,1,2018.1,Washington,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
163,avg_estab,5340,1,2017.1,Washington,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
163,avg_estab,5180,1,2016.1,Washington,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
163,avg_estab,5285,1,2015.1,Washington,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
163,avg_estab,5282,1,2014.1,Washington,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
163,avg_estab,5261,1,2013.1,Washington,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
163,avg_estab,5315,1,2012.1,Washington,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
165,avg_estab,328,1,2021.1,Watonwan,Town/rural mix,EDR 9 - South Central,Southwest,SE
165,avg_estab,329,1,2020.1,Watonwan,Town/rural mix,EDR 9 - South Central,Southwest,SE
165,avg_estab,320,1,2019.1,Watonwan,Town/rural mix,EDR 9 - South Central,Southwest,SE
165,avg_estab,321,1,2018.1,Watonwan,Town/rural mix,EDR 9 - South Central,Southwest,SE
165,avg_estab,310,1,2017.1,Watonwan,Town/rural mix,EDR 9 - South Central,Southwest,SE
