periodicity,seasonadj,geo_level,geography,ind_level,industry,ownercode,sex,agegrp,race,ethnicity,education,firmage,firmsize,year,quarter,Emp,sEmp
Q,U,C,27149,A,00,A00,2,A00,A0,A0,E0,0,0,2016,1,2705,1
Q,U,C,27151,A,00,A00,0,A00,A0,A0,E0,0,0,2016,1,3664,1
Q,U,C,27151,A,00,A00,1,A00,A0,A0,E0,0,0,2016,1,1829,1
Q,U,C,27151,A,00,A00,2,A00,A0,A0,E0,0,0,2016,1,1836,1
Q,U,C,27153,A,00,A00,0,A00,A0,A0,E0,0,0,2016,1,6426,1
Q,U,C,27153,A,00,A00,1,A00,A0,A0,E0,0,0,2016,1,2900,1
Q,U,C,27153,A,00,A00,2,A00,A0,A0,E0,0,0,2016,1,3525,1
Q,U,C,27155,A,00,A00,0,A00,A0,A0,E0,0,0,2016,1,1042,1
Q,U,C,27155,A,00,A00,1,A00,A0,A0,E0,0,0,2016,1,512,1
Q,U,C,27155,A,00,A00,2,A00,A0,A0,E0,0,0,2016,1,530,1
Q,U,C,27157,A,00,A00,0,A00,A0,A0,E0,0,0,2016,1,6802,1
Q,U,C,27157,A,00,A00,1,A00,A0,A0,E0,0,0,2016,1,3570,1
Q,U,C,27157,A,00,A00,2,A00,A0,A0,E0,0,0,2016,1,3232,1
Q,U,C,27159,A,00,A00,0,A00,A0,A0,E0,0,0,2016,1,5462,1
Q,U,C,27159,A,00,A00,1,A00,A0,A0,E0,0,0,2016,1,2265,1
Q,U,C,27159,A,00,A00,2,A00,A0,A0,E0,0,0,2016,1,3197,1
Q,U,C,27161,A,00,A00,0,A00,A0,A0,E0,0,0,2016,1,6549,1
Q,U,C,27161,A,00,A00,1,A00,A0,A0,E0,0,0,2016,1,3241,1
Q,U,C,27161,A,00,A00,2,A00,A0,A0,E0,0,0,2016,1,3308,1
Q,U,C,27163,A,00,A00,0,A00,A0,A0,E0,0,0,2016,1,79049,1
Q,U,C,27163,A,00,A00,1,A00,A0,A0,E0,0,0,2016,1,36824,1
Q,U,C,27163,A,00,A00,2,A00,A0,A0,E0,0,0,2016,1,42225,1
Q,U,C,27165,A,00,A00,0,A00,A0,A0,E0,0,0,2016,1,4298,1
Q,U,C,27165,A,00,A00,1,A00,A0,A0,E0,0,0,2016,1,2067,1
Q,U,C,27165,A,00,A00,2,A00,A0,A0,E0,0,0,2016,1,2231,1
Q,U,C,27167,A,00,A00,0,A00,A0,A0,E0,0,0,2016,1,2053,1
Q,U,C,27167,A,00,A00,1,A00,A0,A0,E0,0,0,2016,1,889,1
Q,U,C,27167,A,00,A00,2,A00,A0,A0,E0,0,0,2016,1,1163,1
Q,U,C,27169,A,00,A00,0,A00,A0,A0,E0,0,0,2016,1,25409,1
Q,U,C,27169,A,00,A00,1,A00,A0,A0,E0,0,0,2016,1,12593,1
Q,U,C,27169,A,00,A00,2,A00,A0,A0,E0,0,0,2016,1,12816,1
Q,U,C,27171,A,00,A00,0,A00,A0,A0,E0,0,0,2016,1,41800,1
Q,U,C,27171,A,00,A00,1,A00,A0,A0,E0,0,0,2016,1,19762,1
Q,U,C,27171,A,00,A00,2,A00,A0,A0,E0,0,0,2016,1,22038,1
Q,U,C,27173,A,00,A00,0,A00,A0,A0,E0,0,0,2016,1,4010,1
Q,U,C,27173,A,00,A00,1,A00,A0,A0,E0,0,0,2016,1,1783,1
Q,U,C,27173,A,00,A00,2,A00,A0,A0,E0,0,0,2016,1,2227,1
Q,U,C,27001,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,3750,1
Q,U,C,27001,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,1665,1
Q,U,C,27001,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,2085,1
Q,U,C,27003,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,121594,1
Q,U,C,27003,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,63621,1
Q,U,C,27003,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,57973,1
Q,U,C,27005,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,13924,1
Q,U,C,27005,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,6268,1
Q,U,C,27005,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,7656,1
Q,U,C,27007,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,19365,1
Q,U,C,27007,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,8682,1
Q,U,C,27007,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,10683,1
Q,U,C,27009,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,17577,1
Q,U,C,27009,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,9558,1
Q,U,C,27009,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,8018,1
Q,U,C,27011,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,1835,1
Q,U,C,27011,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,749,1
Q,U,C,27011,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,1086,1
Q,U,C,27013,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,37215,1
Q,U,C,27013,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,17960,1
Q,U,C,27013,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,19254,1
Q,U,C,27015,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,13679,1
Q,U,C,27015,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,6745,1
Q,U,C,27015,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,6935,1
Q,U,C,27017,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,13521,1
Q,U,C,27017,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,6404,1
Q,U,C,27017,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,7117,1
Q,U,C,27019,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,38603,1
Q,U,C,27019,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,19938,1
Q,U,C,27019,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,18665,1
Q,U,C,27021,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,9777,1
Q,U,C,27021,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,4447,1
Q,U,C,27021,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,5329,1
Q,U,C,27023,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,5693,1
Q,U,C,27023,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,2748,1
Q,U,C,27023,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,2945,1
Q,U,C,27025,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,14293,1
Q,U,C,27025,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,6502,1
Q,U,C,27025,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,7790,1
Q,U,C,27027,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,18777,1
Q,U,C,27027,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,8911,1
Q,U,C,27027,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,9866,1
Q,U,C,27029,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,3109,1
Q,U,C,27029,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,1382,1
Q,U,C,27029,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,1727,1
Q,U,C,27031,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,2514,1
Q,U,C,27031,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,1171,1
Q,U,C,27031,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,1343,1
Q,U,C,27033,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,4837,1
Q,U,C,27033,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,2343,1
Q,U,C,27033,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,2493,1
Q,U,C,27035,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,27616,1
Q,U,C,27035,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,12453,1
Q,U,C,27035,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,15164,1
Q,U,C,27037,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,182941,1
Q,U,C,27037,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,93442,1
Q,U,C,27037,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,89499,1
Q,U,C,27039,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,6236,1
Q,U,C,27039,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,4027,1
Q,U,C,27039,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,2209,1
Q,U,C,27041,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,17913,1
Q,U,C,27041,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,8913,1
Q,U,C,27041,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,9000,1
Q,U,C,27043,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,4610,1
Q,U,C,27043,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,2101,1
Q,U,C,27043,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,2509,1
Q,U,C,27045,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,6170,1
Q,U,C,27045,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,3065,1
Q,U,C,27045,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,3105,1
Q,U,C,27047,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,12106,1
Q,U,C,27047,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,5989,1
Q,U,C,27047,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,6117,1
Q,U,C,27049,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,19798,1
Q,U,C,27049,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,9776,1
Q,U,C,27049,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,10022,1
Q,U,C,27051,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,1874,1
Q,U,C,27051,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,894,1
Q,U,C,27051,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,980,1
Q,U,C,27053,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,914661,1
Q,U,C,27053,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,453880,1
Q,U,C,27053,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,460782,1
Q,U,C,27055,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,5476,1
Q,U,C,27055,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,2646,1
Q,U,C,27055,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,2830,1
Q,U,C,27057,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,5477,1
Q,U,C,27057,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,2600,1
Q,U,C,27057,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,2877,1
Q,U,C,27059,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,11029,1
Q,U,C,27059,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,4535,1
Q,U,C,27059,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,6494,1
Q,U,C,27061,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,16603,1
Q,U,C,27061,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,8045,1
Q,U,C,27061,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,8558,1
Q,U,C,27063,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,5668,1
Q,U,C,27063,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,2798,1
Q,U,C,27063,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,2869,1
Q,U,C,27065,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,3985,1
Q,U,C,27065,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,1559,1
Q,U,C,27065,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,2426,1
Q,U,C,27067,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,24020,1
Q,U,C,27067,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,11507,1
Q,U,C,27067,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,12513,1
Q,U,C,27069,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,1534,1
Q,U,C,27069,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,643,1
Q,U,C,27069,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,891,1
Q,U,C,27071,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,4303,1
Q,U,C,27071,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,2219,1
Q,U,C,27071,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,2084,1
Q,U,C,27073,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,2269,1
Q,U,C,27073,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,1065,1
Q,U,C,27073,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,1204,1
Q,U,C,27075,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,3548,1
Q,U,C,27075,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,1796,1
Q,U,C,27075,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,1751,1
Q,U,C,27077,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,1577,1
Q,U,C,27077,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,702,1
Q,U,C,27077,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,876,1
Q,U,C,27079,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,8247,1
Q,U,C,27079,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,4412,1
Q,U,C,27079,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,3835,1
Q,U,C,27081,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,1785,1
Q,U,C,27081,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,814,1
Q,U,C,27081,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,972,1
Q,U,C,27083,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,14166,1
Q,U,C,27083,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,6486,1
Q,U,C,27083,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,7680,1
Q,U,C,27085,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,16120,1
Q,U,C,27085,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,8131,1
Q,U,C,27085,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,7989,1
Q,U,C,27087,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,1986,1
Q,U,C,27087,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,934,1
Q,U,C,27087,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,1052,1
Q,U,C,27089,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,2049,1
Q,U,C,27089,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,964,1
Q,U,C,27089,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,1085,1
Q,U,C,27091,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,8719,1
Q,U,C,27091,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,4034,1
Q,U,C,27091,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,4685,1
Q,U,C,27093,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,7138,1
Q,U,C,27093,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,3651,1
Q,U,C,27093,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,3487,1
Q,U,C,27095,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,9890,1
Q,U,C,27095,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,4083,1
Q,U,C,27095,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,5807,1
Q,U,C,27097,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,11111,1
Q,U,C,27097,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,4924,1
Q,U,C,27097,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,6187,1
Q,U,C,27099,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,16507,1
Q,U,C,27099,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,8053,1
Q,U,C,27099,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,8454,1
Q,U,C,27101,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,3091,1
Q,U,C,27101,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,1454,1
Q,U,C,27101,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,1637,1
Q,U,C,27103,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,14273,1
Q,U,C,27103,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,7048,1
Q,U,C,27103,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,7225,1
Q,U,C,27105,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,11027,1
Q,U,C,27105,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,5797,1
Q,U,C,27105,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,5230,1
Q,U,C,27107,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,1695,1
Q,U,C,27107,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,695,1
Q,U,C,27107,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,1000,1
Q,U,C,27109,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,95657,1
Q,U,C,27109,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,42486,1
Q,U,C,27109,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,53172,1
Q,U,C,27111,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,22565,1
Q,U,C,27111,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,10724,1
Q,U,C,27111,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,11841,1
Q,U,C,27113,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,9785,1
Q,U,C,27113,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,4765,1
Q,U,C,27113,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,5020,1
Q,U,C,27115,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,7695,1
Q,U,C,27115,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,3357,1
Q,U,C,27115,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,4339,1
Q,U,C,27117,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,7413,1
Q,U,C,27117,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,3150,1
Q,U,C,27117,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,4263,1
Q,U,C,27119,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,12772,1
Q,U,C,27119,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,6170,1
Q,U,C,27119,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,6603,1
Q,U,C,27121,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,3920,1
Q,U,C,27121,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,1874,1
Q,U,C,27121,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,2046,1
Q,U,C,27123,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,335140,1
Q,U,C,27123,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,163212,1
Q,U,C,27123,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,171928,1
Q,U,C,27125,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,1028,1
Q,U,C,27125,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,511,1
Q,U,C,27125,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,517,1
Q,U,C,27127,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,6625,1
Q,U,C,27127,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,3137,1
Q,U,C,27127,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,3488,1
Q,U,C,27129,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,5995,1
Q,U,C,27129,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,3162,1
Q,U,C,27129,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,2833,1
Q,U,C,27131,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,24831,1
Q,U,C,27131,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,12372,1
Q,U,C,27131,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,12460,1
Q,U,C,27133,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,3616,1
Q,U,C,27133,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,1627,1
Q,U,C,27133,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,1989,1
Q,U,C,27135,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,7225,1
Q,U,C,27135,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,3603,1
Q,U,C,27135,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,3621,1
Q,U,C,27137,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,102766,1
Q,U,C,27137,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,50177,1
Q,U,C,27137,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,52588,1
Q,U,C,27139,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,44494,1
Q,U,C,27139,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,23923,1
Q,U,C,27139,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,20571,1
Q,U,C,27141,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,25302,1
Q,U,C,27141,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,12447,1
Q,U,C,27141,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,12854,1
Q,U,C,27143,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,4167,1
Q,U,C,27143,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,2019,1
Q,U,C,27143,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,2148,1
Q,U,C,27145,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,86426,1
Q,U,C,27145,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,41629,1
Q,U,C,27145,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,44797,1
Q,U,C,27147,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,21214,1
Q,U,C,27147,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,11134,1
Q,U,C,27147,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,10079,1
Q,U,C,27149,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,5959,1
Q,U,C,27149,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,3210,1
Q,U,C,27149,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,2749,1
Q,U,C,27151,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,3647,1
Q,U,C,27151,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,1811,1
Q,U,C,27151,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,1836,1
Q,U,C,27153,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,6372,1
Q,U,C,27153,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,2893,1
Q,U,C,27153,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,3480,1
Q,U,C,27155,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,1058,1
Q,U,C,27155,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,506,1
Q,U,C,27155,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,551,1
Q,U,C,27157,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,6793,1
Q,U,C,27157,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,3585,1
Q,U,C,27157,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,3208,1
Q,U,C,27159,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,5476,1
Q,U,C,27159,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,2288,1
Q,U,C,27159,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,3188,1
Q,U,C,27161,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,6560,1
Q,U,C,27161,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,3222,1
Q,U,C,27161,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,3338,1
Q,U,C,27163,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,78817,1
Q,U,C,27163,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,36642,1
Q,U,C,27163,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,42175,1
Q,U,C,27165,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,4373,1
Q,U,C,27165,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,2112,1
Q,U,C,27165,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,2261,1
Q,U,C,27167,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,2047,1
Q,U,C,27167,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,896,1
Q,U,C,27167,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,1151,1
Q,U,C,27169,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,25546,1
Q,U,C,27169,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,12691,1
Q,U,C,27169,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,12855,1
Q,U,C,27171,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,42099,1
Q,U,C,27171,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,19890,1
Q,U,C,27171,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,22209,1
Q,U,C,27173,A,00,A00,0,A00,A0,A0,E0,0,0,2016,2,3929,1
Q,U,C,27173,A,00,A00,1,A00,A0,A0,E0,0,0,2016,2,1768,1
Q,U,C,27173,A,00,A00,2,A00,A0,A0,E0,0,0,2016,2,2161,1
Q,U,C,27001,A,00,A00,0,A00,A0,A0,E0,0,0,2016,3,4015,1
Q,U,C,27001,A,00,A00,1,A00,A0,A0,E0,0,0,2016,3,1873,1
Q,U,C,27001,A,00,A00,2,A00,A0,A0,E0,0,0,2016,3,2142,1
Q,U,C,27003,A,00,A00,0,A00,A0,A0,E0,0,0,2016,3,125285,1
Q,U,C,27003,A,00,A00,1,A00,A0,A0,E0,0,0,2016,3,66756,1
Q,U,C,27003,A,00,A00,2,A00,A0,A0,E0,0,0,2016,3,58529,1
Q,U,C,27005,A,00,A00,0,A00,A0,A0,E0,0,0,2016,3,14701,1
Q,U,C,27005,A,00,A00,1,A00,A0,A0,E0,0,0,2016,3,6762,1
Q,U,C,27005,A,00,A00,2,A00,A0,A0,E0,0,0,2016,3,7940,1
Q,U,C,27007,A,00,A00,0,A00,A0,A0,E0,0,0,2016,3,19722,1
Q,U,C,27007,A,00,A00,1,A00,A0,A0,E0,0,0,2016,3,9114,1
